title,seller,property_type,address,price,bedrooms,bathrooms,built_area,land_area,description,zip_code,parking
"Casa en venta en La Noria, Oaxaca de Juárez, Oaxaca C.P. 68083",Nocnok,Casa,la noria,790000,3,2,250,113,VENTA DE CASA EN LA NORIA OAXACA DE JUAREZ,68083.0,
"Casa en venta en San Felipe del Agua, Oaxaca de Juárez, Oaxaca C.P. 68026",Nocnok,Casa,san felipe del agua,5900000,3,2,210,186,"Casa en venta al interior de residencial en San Felipe del Agua. Zona exclusiva, segura y tranquila, con acceso controlado y portón eléctrico. Área urbana y pavimentada con todos los servicios, cerca del Hotel Santo Origen y a pocos metros del Parque Luis Donaldo Colosio a donde puedes acudir si te gusta ejercitarte, o si prefieres practicar ciclismo puedes subir el cerro hacia el Libramiento Norte y llegar a la zona de reserva ecológica.La casa se distribuye de la siguiene manera:Planta baja• Cochera para 2 vehículos• Jardín• Cuarto de servicio con baño completo• Área de lavado• Vestíbulo• Baño de visitas• Sala• Comedor• Jardín interiorPlanta alta• Sala de TV o área de juegos• Recámara principal con baño completo y vestidor• Recámara secundaria 1• Recámara secundaria 2• Baño completoCisterna de 10000Tanque de gas estacionario",68026.0,2.0
"Casa en venta en Lomas del Creston, Oaxaca de Juárez, Oaxaca C.P. 68024",Nocnok,Casa,lomas del creston,7500000,4,3,433,460,"Casa de dos niveles con muy buena ventilacion e iluminacion. Tiene una cascada de agua con luces, su sala, comedor, cocina con estufa y campana y una alacena grande, tres recamaras. La recamara principal con vestidor y jacuzzi, cuarto de servicio con baño, terraza con roof garden, bodega, cisterna de 7,000 lts, porton electrico, malla electrica con alarma, tanque estacionado, piso de madera brasileña que no requiere mantenimiento en el area de sala y comedor. Y area de lavado",68024.0,
"Casa en venta en America Sur, Oaxaca de Juárez, Oaxaca C.P. 68104",Nocnok,Casa,america sur,590000,4,3,415,264,"Casa en venta en America Sur, Oaxaca de Juárez, Oaxaca. 4 habitaciones, 3 baños completos, 1 medio baño, 2 estacionamientos, 264m² de terreno, 415m² de construcción. Cuenta con Cocina integral, Internet.",68104.0,2.0
"Casa en venta en Emiliano Zapata, Oaxaca de Juárez, Oaxaca C.P. 68148",Nocnok,Casa,emiliano zapata,1900000,3,1,113,66,"casa en el fraccionamiento ""los arrayanes"" ubicada en la colonia Emiliano Zapata a media cuadra del puente Guadalupe Victoria y aproximadamente a 11 cuadras del zócalo deL Centro de la ciudad de Oaxaca de Juárez, consta de cajón de Estacionamiento propio, sala comedor, cocina con cocina integral y estufa, 3 recamaras, 2 con closet de madera, 1 baño y 1/2, cuarto de servicio, cisterna de 5000 litros con bomba y 1 tinaco de 1100 litros. aceptamos pagos de contado y créditos hipotecarios, contactanos al tel. 9513635248",68148.0,1.0
"Casa en venta en San Luis Beltran, Oaxaca de Juárez, Oaxaca C.P. 68023",Nocnok,Casa,san luis beltran,2850000,3,3,200,212,"----PREVENTA----...Bonita Casa en San Luis Beltrán...Propiedad privada definitiva.Cuenta con servicios de luz, agua, drenaje, internet con fibra óptica.Descripcion:En planta baja:Sala.Comedor.Cocina equipada.Estudio.Baño completo.Jardín.En planta alta.Recamara principal con baño completo y balcón.2 recamaras secundarias.Baño completo.Terraza con excelente vista a la ciudad.Cuenta también con área de servicio techada.Cochera para 4 autos.Cisterna de 7500 ltsCalentador solar y de respaldo.Totalmente bardeada.¡Para mayor información comunicate y agendamos una visita!",68023.0,4.0
"Casa en venta en Ricardo Flores Magon, Oaxaca de Juárez, Oaxaca C.P. 68025",Nocnok,Casa,ricardo flores magon,2850000,3,3,135,70,"...Bonita Casa...Ubicación Ricardo Flores Magon.A 10 minutos del centro de la ciudad de Oaxaca.Alrededor de centros comerciales, supermercados, mercados tradicionales, hospitales, escuelas , retaurantes y demas..Descripcion:Planta baja:Recibidor con protección de fierro.1/2 Baño, Sala-comedor, cocina integral, recámara con clóset de madera y baño completoCisterna de 5,000 lt.Planta alta cuenta con:Dos recámaras amplias con vestidor, clóset de madera, muebles de madera con gavetas y cajones .Baño en cada una de las recamaras.La recámara principal tiene un pequeño balcón con vista a la calle, y proteccion de herrería en un diseño arquitectonico, que hace las veces de protección.En el vestibulo de la escalera equipado con un clóset de blancos.Área de servicio techada con plicarbonato, equipada con lavadero, instalación para la lavadora, calentador, hidroneumático, 2 tinacos de 1,100 lt, tanque de gas estacionario, hay un cubo de luz y ventilación con una escalera de fierro para subir a la azotea.Equipada con mueble de madera bajo de la escalera de fierro.Cuenta con cajón de estacionamiento asignado frente a la casa.¡Para mayor información comunicate y realizamos una visita!",68025.0,1.0
"Casa en venta en San Felipe del Agua, Oaxaca de Juárez, Oaxaca C.P. 68026",Nocnok,Casa,san felipe del agua,7500000,4,4,200,200,"Casa en venta en San Felipe del Agua.La propiedad cuenta con tres niveles :Primer nivel:Cochera dos autosUna recámara pequeña con bañoMedio bañoSalaComedorCocinaTerraza.Segundo nivel:Tres recámaras con baño.La principal con vestidor.Sala de t.v.Tercer nivel:Se puede adaptar otra recámara .Baño completoTerrazaÁrea de servicioCon cuarto y baño completo.Precio: $ 7,500,000.00 de pesos",68026.0,1.0
"Casa en venta en Oaxaca Centro, Oaxaca de Juárez, Oaxaca C.P. 68000",Nocnok,Casa,oaxaca centro,15000000,3,3,300,759,"Casa en venta en el Centro de la ciudadConsta de varias construcciones, la principal de 2 niveles con 3 departamentos.Dos construcciones mas como cuartos.Terreno de 759 m2La propiedad se vende como terreno.",68000.0,
"Casa en venta en Guadalupe Victoria, Oaxaca de Juárez, Oaxaca C.P. 68024",Nocnok,Casa,guadalupe victoria,560000,3,2,250,300,"CASA EN EXELENTE PRECIO!!!! EN BUENAS CONDICONES, CERCA TENEMOS ESCUELAS, PLAZAS, PARQUES HOSPITALES.CON UNA EXELENTE DISTRIBUCION.-SALA-COMEDOR-COCINA INTEGRAL-TRES RECAMARAS-DOS Y MEDIO BAÑOS-DOS LUGARE DE ESTACIONAMIENTO-SUPERFICIE 300 M2-CONSTRUCCION 250 M2IMPORTANTE !!!!NO SE ACEPTAN CREDITOS HIPOTECARIOS, LA COMPRA DEBE SER CON RECURSOS PROPIOS, Y LA ENTREGA DE LA MISMA ES DE 8-10 MESES.",68033.0,2.0
"Casa en venta en San Felipe del Agua, Oaxaca de Juárez, Oaxaca C.P. 68026",Nocnok,Casa,san felipe del agua,6500000,3,3,600,500,"Bonita casa en San Felipe del Agua.S encuentra en una de las colinias principales de la ciudad de Oaxaca.A 10 minutos del centro.Alrededor de centros comerciales, supermercados, escuelas, hospitales y demas.Descripción:1er piso1 Recamará c/ bañoSala c/terraza comedorCocina integral espaciosCochera para 3 autosBaño para visitas2 piso.1 recámara con baño1 recámaraEstudio ,baño con yacussy y vestidorCuarto de servicio3er nivelHacia abajoPatio de servicioAsadorÁrea de ejercicioÁrea de lavadoCisterna 8000 Litros¡Para mayor información comunicate!",68026.0,3.0
"Casa en venta en Volcanes, Oaxaca de Juárez, Oaxaca C.P. 68020",Nocnok,Casa,volcanes,5000000,7,5,270,221,"BONITA PROPIEDAD EN VOLCANES..A 5 minutos del centro de la ciudad de Oaxaca.Alrededor de centros comerciales, supermercados, escuelas, hospitales, banco y demas..Descrpcion:7 recámaras.3 recámaras con baño propio.4 recámaras con 2 baños compartidos.Sala.Comedor.CocinaArea de lavado.Calentador solar.Estacionamiento para 3 vehículos,Terraza de maderaMetodo de compra: Credito infonavit total, Fovissste para todos, Credito Hipotecario.¡Para mayor infromación comunicate!",68020.0,3.0
"Casa en venta en Valle Esmeralda, Oaxaca de Juárez, Oaxaca C.P. 68125",Nocnok,Casa,valle esmeralda,5300000,5,3,215,200,"Venta de casa grande con 5 recamaras una en planta baja en fraccionamiento valle esmeralda atras dé la iglesia critiana que esta en av. Universidad. Casi enfrente de liverpool. Cuenta con gas estacionario, cisterna de 10mil liros, porton electrico con cochera para dos autos. En Planta baja se encuentra la sala, comedor, cocina, estudio, recamara, baño completo, patio de servicioy jardin. En planta alta : recamara principal con baño, tres recamaras con baño compartido y terraza. Las recamaras tienen sus closet",68125.0,2.0
"Casa en venta en Jardines de la Sierra, Oaxaca de Juárez, Oaxaca C.P. 68154",Nocnok,Casa,jardines de la sierra,5000000,4,3,400,588,"HERMOSA RESIDENCIA EN EL FRACCIONAMIENTO JARDINES DE LA SIERRA EN VENTA SE ENCUENTRA EN OBRA GRIS CON INSTALACIÓN DE LUZ Y AGUA, CONSTA DE DOS NIVELES SOBRE TERRENO PLANO, CUENTA CON CUATRO RECAMARAS, TRES BAÑOS Y MEDIO,SALA,COMEDOR,COCINA,ESTUDIO,AREA PARA BAR,SALA DE TV,PATIO,EDAD 15 AÑOS, LUGAR PARA OCHO AUTOS,CUARTO DE SERVICIO,PARQUES Y ESCUELAS CERCANAS, DE TERRENO 588M2 Y DE CONSTRUCCIÓN 400M2.",68154.0,
"Casa en venta en Reforma, Oaxaca de Juárez, Oaxaca C.P. 68050",Nocnok,Casa,reforma,36000000,11,11,459,579,"SE VENDE AMPLIA CASA EN ZONA TURISTICA Casa en venta en calzada Porfirio DíazUn departamento de 4 recámaras, 4 baños completos, sala comedor, cocina7 departamentos de una recamara, un baño, sala comedor, cocinaUn Local comercialDos cisternas, una de 10,000 y otra de 20,000 litrosCochera para 2 autos579 metros cuadrados de terreno459 metros de construcción$36,000,000Comercialización de Inmuebles | Residencial | Comercial | TuristicoUzziel Jehu López RamírezPersonal Shopper InmobiliarioWhatsapp: https://wa.link/1645g4Tel: (951) 442 0068 Ext. 918Cel: (951) 497 2126uzziel@miagenciainmobiliaria.com",68050.0,2.0
"Casa en venta en Guadalupe Victoria, Oaxaca de Juárez, Oaxaca C.P. 68024",Nocnok,Casa,guadalupe victoria,510000,4,3,387,221,"Casa en venta en Guadalupe Victoria, Oaxaca de Juárez, Oaxaca. 4 habitaciones, 3 baños completos, 1 medio baño, 2 estacionamientos, 221m² de terreno, 387m² de construcción. Cuenta con Cuarto de lavado.",68033.0,2.0
"Casa en venta en Los Álamos I.V.O., Oaxaca de Juárez, Oaxaca C.P. 68143",Nocnok,Casa,los alamos i.v.o.,1305200,3,2,200,200,"¡¡TU OPORTUNIDAD DE PATRIMONIO ESTA AQUI!!!Obtén tu nuevo patrimonio familiar con todas las comodidades para ti y tus seres queridos, ubicación privilegiada, rodeada por las principales vías de comunicación, escuelas, bancos, hospitales, parques, etc.¡¡Te ayudo a que tu nueva propiedad sea una realidad!!Cuento con Propiedades en toda la Republica MexicanAhorra intereses y beneficiate con una compra con recurso propio...iSolicita tu cita Presencial o Virtual!Tu sueño inicia aquí...",68143.0,
"Casa en venta en Trinidad de Viguera, Oaxaca de Juárez, Oaxaca C.P. 68276",Nocnok,Casa,trinidad de viguera,1550000,2,1,75,108,"? PRE-VENTA ?- ESTRENA CASA EN VIGUERA---- Ubicación: Trinidad de Viguera ( a unos metros de Av. Principal)Caracteristicas- Sala, comedor, cocina, 1/2 baño, area de servicio y cochera para 2 autos.- 2 RECAMARAS con área de closets y 1 baño completo.- Medidas: 9m X 12m = 108 m2- Construcción: 75 m2---- Precio $1,550,000Casas nuevas con todos los servicios, agua, luz, drenaje, telefono y las calles pavimentadas.Compra de forma segura solo contado.Cerca de comercios, oxxos, escuelas, transporte y a solo 20 Mins. del Centro.Llamar para Informacion:951 182 72 69",68276.0,2.0
"Casa en venta en Dolores, Oaxaca de Juárez, Oaxaca C.P. 68028",Nocnok,Casa,dolores,4100000,2,1,260,371,"PROPIEDAD DE UNA SOLA PLANTA EN VENTA EN COLONIA DOLORESA 10 min del centro de la ciudad de Oaxaca.Alrededor de centros comerciales, hospitales, escuela, bancos y demas.Propiedad PrivadaSuperficie: 371m2Construcción: 260m2Descripcion:2 recámaras1 recamara exterior con bodega1 baño completoCocina integralAmplia sala y comedorPatio con área techada funciona para eventos, con baños para mujeres y hombresCisterna de 6000 litrosPrecio de venta: $4,100,000 (Cuatro millones cien mil pesos 00/100 m.n.)Para mayor informacion comunicate...",68028.0,
"Casa en venta en San Felipe del Agua, Oaxaca de Juárez, Oaxaca C.P. 68026",Nocnok,Casa,san felipe del agua,6250000,3,3,230,288,"A la venta esta hermosa residencia de una ubicación muy solicitada de alta plusvalía a solo 7 min. de la Plaza Mazary, esta amplia casa cuenta con, sala, cocina, comedor, estudio, jardín, área de lavado, no pierda esta gran oportunidad.",68026.0,
"Casa en venta en Trinidad de las Huertas, Oaxaca de Juárez, Oaxaca C.P. 68080",Nocnok,Casa,trinidad de las huertas,4690000,5,2,271,230,"Gran oportunidad !!Se vende casa con estacionamiento para un vehículo y amplio patio trasero para construir un amplio jardín, para alberca o jacuzzi!4 dormitorios bien iluminados cada uno con su propio balcónCocina y comedor con una gran sala de estar que se puede convertir fácilmente en un espacio abierto.Espacio adicional para una sexta habitación para un estudio o un espacio de oficina personal.Viene con su propio tanque doméstico estacionario para gas LP.",68080.0,1.0
"Casa en venta en Oaxaca Centro, Oaxaca de Juárez, Oaxaca C.P. 68000",Nocnok,Casa,oaxaca centro,3800000,5,3,223,140,"Casa en venta ubicada en Santa Lucía del Camino, Oaxaca. A solo 5 minutos del centro de convenciones y cerca de centros comerciales y escuelas.223.83 metros cuadrados de construcción en 140 metros cuadrados de terreno.?Primer piso:Cochera para 2 automóvilesJardín delanteroEstudioSalaComedorCocina empotrada1 medio bañoBodegaPatio traseroSegundo piso3 habitaciones3 baños1 terraza compartidaTercera planta:Terraza1 dormitorio con baño en suiteCaracterísticas adicionales:Puerta de garaje automáticaInterfonoCisternade agua Pozo de aguaTanque de gas LP estacionario",68000.0,2.0
